"name"	"abstract"
"曹豹"	"曹 豹（そう ひょう、? - 196年?）は、中国後漢末期の武将。豹は慣例として呉音で「ひょう」と読む。本来漢音で読むなら「ほう」で、これに従い「そうほう」とルビをふっている本もある。"
"朱儁"	"朱 儁（しゅ しゅん、? - 195年）は、中国後漢末期の武将、政治家。字は公偉。会稽郡上虞県（浙江省紹興市上虞区）出身。子は朱符・朱皓。『後漢書』に伝がある。"
"朱拠"	"朱 拠（しゅ きょ、生没年不詳）は、中国三国時代の呉の武将・政治家。字は子範。揚州呉郡呉県（江蘇省蘇州市）の出身。『三国志』呉志に伝がある。呉に仕えた朱桓の一族で、朱異の従父に当たる。妻は孫権の娘（孫魯育）。朱熊・朱損・朱夫人（孫休の皇后）の父、朱宣の祖父。"
"朱桓"	"朱 桓（しゅ かん、177年 - 238年）は、中国、後漢末から三国時代にかけての武将。呉に仕えた。字は休穆。呉郡呉県の人。朱異の父。朱拠と同族。"
"朱然"	"朱 然（しゅ ぜん、182年 - 249年）は、中国後漢末期から三国時代の武将。呉に仕えた。字は義封。丹陽の人。朱治の甥で養子。朱績の父。『三国志』呉志に伝がある。"
"朱異"	"朱 異（しゅ い、？ - 257年）は、中国三国時代の武将。呉に仕えた。字は季文。呉郡呉県の人。父は朱桓。従父は朱拠。"
"朱霊"	"朱 霊（しゅ れい、? - 229年以降）は、中国後漢時代末期から三国時代にかけての魏の武将。字は文博。冀州清河国鄃県（今の山東省徳州市）の人。曹操・曹丕・曹叡の3代に仕えた歴戦の将軍である。"
"李典"	"李 典（り てん、生没年不詳）は、中国の後漢末の武将。曹操に仕えた。字は曼成。兗州山陽郡鉅野県の人。子は李禎その他1名。『三国志』魏志に伝がある。"
"李厳"	"李 厳（り げん、? - 234年）は、中国後漢末期から三国時代の政治家・武将。荊州南陽郡の人。字は正方。後に“李平”と改名。子は李豊。『三国志』蜀志に伝がある。劉表・劉璋に身を寄せた後、劉備に投降した。劉備にも重用され、諸葛亮とともに遺詔を受け高官に昇るも、晩年に失脚した。"
"李封"	"李 封（り ほう、? - 興平2年（195年））は、中国の後漢時代末期の政治家、武将。"
"李恢"	"李 恢（りか い、? - 231年）は、中国後漢末期から三国時代の武将、政治家。蜀漢に仕えた。字は徳昂。子は李遺（または李蔚）。甥は李球。益州建寧郡愈元県の人。『三国志』蜀志に伝がある。"
"李粛 (騎都尉)"	"李 粛（り しゅく、? - 192年）は、中国後漢末の人物。董卓の臣。五原郡（呂布と同郷）出身の人物。字は不明。騎都尉。董卓に仕えており、政敵の丁原の下で養子だった呂布とは親友で、董卓の命を受け呂布を懐柔する。だが後に王允らが、董卓暗殺計画を具体化させた際には呂布と共にこれに参加し、董卓を誅殺した。董卓殺害後、董卓の娘婿である牛輔を討ちに出陣して、逆に反撃されて大敗し、命からがら戻ったところを、敗戦の咎により処刑された。小説『三国志演義』では、華雄の副将の一人として孫堅と戦い、智謀によりこれを破ることに貢献している。"
"杜預"	"杜 預（と よ、222年－284年）は、中国三国時代から西晋時代の政治家・武将・学者。魏・西晋に仕えた。字は元凱。諡は成。慣用的には「どよ」とも読まれてきた。祖父は杜畿。父は杜恕。子は杜耽・杜錫。傅玄の『傅子』によると、その遠祖は史記で“酷吏”と評された前漢の御史大夫の杜周である。その子で父と同じ御史大夫を務めた杜延年は、父や弟と共に南陽郡の杜衍県（河南省南陽市）から茂陵（陝西省興平市）に移住した。後に杜延年が更に杜陵（陝西省西安市）に移住したため、子孫は代々ここに居住することとなった。唐代の詩聖杜甫は彼の子孫に当たる。"
"桓範"	"桓 範（かん はん、? - 249年）は、中国後漢末期から三国時代にかけての武将、政治家、文学者。魏に仕えた。字は元則。豫州沛国の人。妻の名は仲長。子は男子一人（名は不明）。『三国志』魏志「諸夏侯曹伝」などに記録がある。"
"梁習"	"梁 習（りょう しゅう、? - 230年）は、後漢末から三国時代にかけての武将・政治家。字は子虞。梁施の父。陳郡柘県の人。『三国志』魏志に独立した伝がある。また、裴松之によると、『魏略』においての伝は徐福、厳幹、李義、張既、游楚、裴潜、趙儼、韓宣、黄朗と同じ伝に収録されていたという（『三国志』魏志「裴潜伝」）。"
"楊修"	"楊 修（よう しゅう、175年 - 219年）は、中国後漢末期の政治家。字は徳祖。「楊脩」とも表記される。司隷弘農郡華陰県（陝西省華陰市）の人。曾祖父は楊震。祖父は楊賜。父は楊彪。子は楊囂。孫は楊準。母は袁術の妹。『三国志』魏志「曹植伝」、およびその注に引く『典略』などに記録がある。名門の子弟として生まれ、曹操に仕えその才能を愛されたが、曹氏の後継者争いで曹植に味方したため、その才能を警戒され殺害された。"
"楊儀"	"楊 儀（よう ぎ、? - 235年）は、中国後漢末期から三国時代の人物。字は威公。荊州襄陽郡の人。兄は楊慮。諸葛亮の北伐時、その幕僚として重要な任務を担当した。諸葛亮の死後、魏延とその後継を争い彼を殺したが、後に失脚し自殺した。"
"楊奉"	"楊 奉（よう ほう、? - 197年）は、中国後漢末期の人物。元は李傕配下の部将。性格は勇猛であったが、思慮が浅い人物と評された。また曹操などは彼の軍勢が精強だったと言っている。"
"楊彪"	"楊 彪（よう ひょう、142年 - 225年）は、中国後漢末期から三国時代にかけての政治家、学者。字は文先。司隷弘農郡華陰県（陝西省華陰市）の人。曾祖父は楊震。祖父は楊秉。父は楊賜（臨晋侯）。子は楊修。妻は袁術の妹。"
"楊昂"	"楊 昂（よう こう、生没年不詳）は、中国後漢時代末期の武将。「楊昻」とも呼ばれる。"
"楊醜"	"楊 醜（よう しゅう、? - 198年?）は、中国後漢時代末期の武将。"
"楼玄"	"楼 玄（ろう げん、生没年不明）は、中国三国時代の呉の政治家。字は承先。豫州沛郡蘄県（安徽省宿州市）の人。子は楼拠。"
"楽進"	"楽 進（がく しん、? - 218年）は、中国後漢末期の武将。字は文謙。兗州陽平郡衛国の人。子は楽綝。孫は楽肇。『三国志』魏志に伝がある。"
"樊建"	"樊 建（はん けん、生没年不詳）は、中国三国時代から西晋の政治家。蜀漢と西晋に仕えた。字は長元、荊州義陽郡義陽県の人（「諸葛亮伝」が引く『晋百官表』）。『三国志』蜀志に独立した伝はないが、「諸葛亮伝」に記録がある。諸葛亮の死後、董厥の後任として尚書令となった。251年には校尉の地位であったが、このとき呉への使者として赴いた。孫権は重病で樊建と直接対面することができなかったため、諸葛恪に対し樊建の人物を、かつて使者として呉を訪れた宗預と比較する形で尋ねた。諸葛恪は「宗預に才能・見識では及ばないが、性質では優っている」と評した。後に侍中・尚書令となった。261年に諸葛瞻と董厥が平尚書事になると、樊建と三名で国政を預かることとなった。黄皓が政治の実権を握るようになっていたが、樊建達はお互いに庇い合うのみで、政治の歪みを正すことはできなかった。ただし、樊建だけは黄皓と私的に親しくすることはなかったという。263年、魏が蜀に侵攻し、劉禅は降伏した。翌年春、劉禅が一家揃って洛陽へ移送されることになると、樊建は董厥と共に従った。洛陽に到着すると、旧蜀の群臣達とともに列侯に封じられた（「後主伝」）。その後、董厥と共に相国参軍となり、秋には董厥と共に散騎常侍を兼任した上で、蜀の民心鎮撫に努めたという。西晋の給事中であったとき、司馬炎（武帝）に諸葛亮の治世について質問されると、これを賞賛して述べた。司馬炎もこれを受けて諸葛亮を賞賛すると、先に成都において無実の罪で誅殺されていた鄧艾の赦免を、平伏して嘆願した。司馬炎は笑ってこれを容認したという（「諸葛亮伝」が引く『漢晋春秋』）。小説『三国志演義』では、諸葛亮に従い文官として北伐に参加している。"
"樊稠"	"樊 稠（はん ちゅう、? - 195年）は、中国後漢時代末期の武将。涼州の人。韓遂は同郷の友とされるため、金城郡出身の可能性が高いが、郡・県の出身地は不詳。"
"橋瑁"	"橋 瑁（きょう ぼう、Qiao Mao　？ - 初平2年（191年））は、中国後漢末期の政治家。字は元偉。文献によっては喬瑁と記されていることもある。『後漢書』・『三国志』にその名が散見される。豫州梁国睢陽県（河南省商丘市睢陽区）の出身。武帝紀の引く『英雄記』によると橋玄の一族とされるが、子の世代にあたる人物だということのみで、続柄は明らかではない。"
"歩協"	"歩 協（ほ きょう、生没年不詳）は、中国三国時代の呉の武将。本籍は徐州臨淮郡淮陰県（江蘇省淮安市）。父は歩隲。弟は歩闡。子は歩璣・歩璿。"
"歩闡"	"歩 闡（ほ せん、? - 272年）は、中国三国時代の呉の武将。字は仲思。父は歩騭。兄は歩協。甥は歩璣・歩璿。"
"歩隲"	"歩 騭（ほ しつ、? - 247年）は、中国三国時代の呉の武将、政治家。字は子山。子は歩協・歩闡。孫は歩璣・歩璿。同族は歩夫人（孫魯班・孫魯育の母）。『三国志』の呉志に伝がある。徐州臨淮郡淮陰県（江蘇省淮安市）の人。『呉書』によると、歩氏は晋の大夫である楊氏に遡る一族で、歩の地に所領を持ったことから歩姓を称したという。先祖には孔子に師事したという歩叔という人物がいる。秦末漢初の動乱期に将軍となった一族が淮陰侯に封じられたため、以降は淮陰を本籍地としたという。"
"毛カイ"	"毛 玠（もう かい、生没年不詳）は、中国後漢末期の政治家。字は孝先。兗州陳留郡平丘県（河南省新郷市長垣県）の人。子は毛機。『三国志』魏書に独立した伝がある。"
"沙摩柯"	"沙摩柯（しゃまか、さまか、? - 222年）は、中国後漢末期から三国時代の武将。異民族の王。"
"沮授"	"沮 授（そ じゅ、? - 200年）は、中国後漢時代末期の政治家、武将。冀州広平郡の人。子は沮鵠。弟は沮宗。"
"沮鵠"	"沮 鵠（そ こく、生没年不詳）は、中国後漢時代末期の武将。冀州広平郡の人。父は沮授。叔父は沮宗。"
"淳于瓊"	"淳于 瓊（じゅんう けい、? - 200年）は、中国の後漢時代末期の武将。字は仲簡。豫州潁川郡の人。なお、「淳于」が姓で「瓊」が名。淳于は「二字姓」の一つ。同時代に司空・司徒を務めた淳于嘉なる人物がいるが、淳于瓊との関係は不明。"
"満寵"	"満 寵（まん ちょう、? － 242年）は、中国後漢末期から三国時代の魏の武将、政治家。字は伯寧。子は満偉・満炳。孫は満長武・満奮。『三国志』魏志に伝がある。兗州山陽郡昌邑県の人。"
"滕胤"	"滕 胤（とう いん、?－257年）は、中国三国時代の呉の武将・政治家。字は承嗣。青州北海国劇県の人。父は滕冑。伯父は滕耽。妻は孫奐の娘。子は呉纂の妻。同族に滕牧・滕夫人。『三国志』呉志に伝がある。"
"潘濬"	"潘 濬（はん しゅん、? - 239年）は、中国後漢末期から三国時代の武将・政治家。荊州武陵郡漢寿県の人。字は承明。妻は蒋琬の妹。子は潘翥・潘祕・女子一人（孫慮の妻）。劉表・劉備に仕え、両者から有能だと評価された。その後は呉に仕え、孫権からは特に信任され重く用いられた。『三国志』呉志に伝がある。"
"潘璋"	"潘 璋（はん しょう、? － 234年）は、中国後漢末期から三国時代の武将。呉に仕えた。字は文珪。兗州東郡発干県の人。子は潘平。"
"濮陽興"	"濮陽 興（ぼくよう こう、? - 264年）は、中国三国時代の政治家。呉に仕えた。字は子元。父は濮陽逸。兗州陳留郡の人。『三国志』呉志に伝がある。"
"牛輔"	"牛 輔（ぎゅう ほ、? - 192年）は、中国後漢末期の武将。董卓の娘婿。"
"牛金"	"牛 金（ぎゅう きん、生没年不詳）は、中国後漢末期から三国時代の魏に仕えた軍人。"
"牽弘"	"牽 弘（けん こう、？－271年）は、中国三国時代から西晋の軍人。魏・晋に仕えた。父は牽招。兄に牽嘉。甥に牽秀。安平郡の人。父と同じく魏に仕え、朧西太守となった。263年、蜀討伐が開始されると鄧艾に従い、綿竹の攻略に功績を立てた。蜀滅亡後は戦後処理に尽力している。蜀攻略の功績により振威将軍となった。魏の滅亡後に晋が成立すると、揚州、次いで涼州刺史となった。しかし、涼州刺史として赴任中の271年、北地胡（鮮卑族）の反乱が起こり、その戦いで戦死した。牽弘が揚州刺史だった時、その上司である都督揚州諸軍事の陳騫が武帝に対し、胡烈（秦州刺史、やはり異民族の反乱で戦死）と牽弘は勇敢であるが思慮分別に欠ける人物であり、刺史の任は果たせないだろう、という評価を伝えていたが、陳騫と牽弘が不仲であると理解した武帝は、牽弘を陳騫から引き離せばいいと判断し、涼州刺史に転任させるに留まっていた。牽弘の訃報に接した武帝は、陳騫の言葉を信じなかった事を後悔したという。小説『三国志演義』では、蜀征伐の際に蜀の姜維が「朧西太守　牽弘」という旗を挿した軍勢を、侮る場面がある。"
"牽招"	"牽 招（けん しょう、生没年不詳）は、中国後漢時代末期から三国時代にかけての魏の武将、政治家。字は子経。冀州安平郡観津県の人。子は牽嘉・牽弘。"
"王伉"	"王 伉（おう こう、生没年不詳）は、中国三国時代の武将・政治家。益州蜀郡の人。蜀漢に仕えた。『三国志』蜀志「呂凱伝」に記録がある。劉備の死後、建寧郡の雍闓が呉と連絡を取り、蜀に対して反乱を起こした（「李恢伝」）。雍闓は呉より永昌太守に任命され、永昌郡の境に攻め寄せてきた。このとき、永昌郡と成都との連絡は閉ざされ、永昌太守も交代の途中であったため不在だった。王伉は永昌郡の府丞の職にあったため、呂凱と協力し雍闓の侵攻を防ぎきった。225年春3月、諸葛亮は反乱した南中4郡の鎮圧のため南征を行なった。雍闓が高定の部下に殺害されるなどの紆余曲折もあり、4郡は無事に平定された（「後主伝」）。諸葛亮は劉禅に上奏し、呂凱と王伉達の功績を賞賛した。王伉は永昌太守となり、亭侯に封じられた。小説『三国志演義』では、王伉は当初から永昌太守として登場し、呂凱は彼の参謀という設定になっている。諸葛亮が雍闓達を討伐し、南蛮の奥深くへ南征する時、案内役として呂凱を推挙している。"
"王修"	"王 修（おう しゅう、生没年不詳）は、中国後漢時代末期の政治家。字は叔治。青州北海郡営陵県（山東省昌楽県）の人。子は王儀・王忠。孫は王裒。"
"王凌"	"王 凌（おう りょう、172年 - 251年）は、中国後漢末期から三国時代の武将。魏に仕えた。字は彦雲。并州太原郡祁県（現・山西省晋中市太谷県）の人。父は王宏。叔父は王允。兄は王晨。子は王広・王飛梟・王金虎・王明山。"
"王匡 (河内太守)"	"王 匡（おう きょう、生没年不詳）は、中国後漢時代末期の武将。字は公節。兗州泰山郡の人。"
"王双"	"王 双（おう そう、生年不詳 - 228年）は、中国三国時代の魏の軍人・将軍。"
"王叡"	"王 叡（おう えい、? - 189年）は、中国後漢末期の政治家。字は通耀。徐州琅邪郡臨沂県（山東省臨沂市蘭山区）の人。琅邪王氏の1人。前漢の王吉の末裔。父は王仁。兄は王誼。弟は王典・王融。甥は王祥。"
"王基"	"王 基（おう き、190年 - 261年）は、中国三国時代の魏の武将、学者。字は伯輿。父は王豹。子は王徽。叔父は王翁。従兄弟は王喬。青州東莱郡曲城県の人。"
"王威"	"王 威（おう い、生没年不詳）は、中国後漢時代末期の武将。"
"王平"	"王 平（おう へい、？－248年）は、中国後漢末期から三国時代の蜀漢にかけての軍人。字は子均。一時期、母方の姓を用いて何平と名乗ったこともある。益州巴西郡宕渠県（現在の達州市）の人。異民族の板循蛮の出身といわれる。子は王訓（嫡子）。"
"王忠"	"王 忠（おう ちゅう、生没年不詳）は、中国後漢末期から三国時代の武将。雍州扶風郡の人。"
"王昶 (曹魏)"	"王 昶（おう ちょう、? - 259年）は、中国三国時代の魏の武将・政治家・学者。字は文舒。并州太原郡晋陽県（山西省太原市南西部汾水東岸）の人。父は王沢。伯父は王柔。兄は王機。子は王渾・王深（道沖）・王湛（處沖）。甥（兄の子）は王黙（処静）・王沈。『三国志』の魏志に伝がある。父と伯父は、後漢の郭泰（郭林宗）に認められ出世した人物である。"
"王朗"	"王 朗（おう ろう、? - 太和2年（228年））は、中国後漢末期から三国時代の政治家。徐州東海郡郯県（現：江蘇省連雲港市東海県）の人。字は景興。子は王粛。甥（兄の子）は王詳。孫は王元姫。『三国志』魏書に伝がある。『魏略』によれば、元の諱は厳であったという。なお、于禁を曹操に推挙した同姓同名の別人がいる。"
"王渾"	"王 渾（おう こん、223年－ 297年）は、中国三国時代から西晋の軍人・政治家。字は玄沖。并州太原郡晋陽県（山西省太原市南西部汾水東岸）の人。父は王昶。弟は王湛。子は王尚・王済・王澄・王汶。孫は王卓・王聿。妻は鍾琰（鍾繇の曾孫、『晋書』「列女伝」）。『晋書』に伝がある。"
"王濬"	"王 濬（おう しゅん、拼音：Wáng Jùn、206年 - 285年）は、中国三国時代から西晋にかけての人物。西晋に仕えた。字は士治。司隸弘農郡湖県（河南省霊宝市）の出身。妻は徐邈の娘。"
"王甫"	"王 甫（おう ほ、? - 222年）は、中国後漢時代末期から三国時代にかけての政治家。字は国山。益州広漢郡郪県の人。子は王祐。従兄は王士。"
"王粛"	"王 粛（おう しゅく、195年 - 256年）は、中国三国時代の政治家。魏に仕えた。字は子雍。揚州会稽郡の出身。父は王朗。子は王惲・王恂・王虔・王愷・王元姫（司馬昭妻）。従兄弟は王詳。外孫は司馬炎（西晋の武帝）。『三国志』魏志王朗伝に記述がある。"
"王粲"	"王 粲（おう さん、熹平6年（177年） - 建安22年（217年））は、中国後漢末期の文学者・学者・政治家。字は仲宣。曾祖父は王龔（後漢の三公）。祖父は王暢（後漢の三公）。父は王謙。従兄弟は王凱。子は男子2人。兗州山陽郡高平県（現山東省微山県）の人。文人としても名を残したため、建安の七子の一人に数えられる。"
"王累"	"王 累（おう るい、生年不詳 - 211年? ）は、中国後漢末期の武将。益州広漢郡新都県の人。"
"王経"	"王 経（おう けい、？－260年）は、中国三国時代の軍人、政治家。魏に仕えた。字は彦緯。冀州清河郡（現在の河北省清河県）の人。"
"王蕃"	"王 蕃（おう はん、228年 - 266年）は、中国三国時代の呉の天文学者・数学者・政治家。字は永元。弟は王著・王延。揚州廬江郡の人。『三国志』呉志に伝がある。博学で天文・数学に通じていた。"
"田疇"	"田 疇（でん ちゅう、169年 - 214年）は、中国後漢末期の人。字は子泰、あるいは子春。幽州右北平郡無終県（天津市薊県）の出身。従子は田続。"
"田豊"	"田 豊（でん ほう、? - 200年）は、中国後漢時代末期の政治家、武将。字は元皓。冀州鉅鹿郡の人とも、また勃海郡の人ともいわれる。"
"田豫"	"田 豫（でん よ、171年? - 252年?）は、中国後漢末期から三国時代にかけての武将。字は国譲。田予とも表記される。幽州漁陽郡雍奴県の人。子は田彭祖。『三国志』魏志に伝がある。"
"留賛"	"留 賛（りゅう さん、183年 - 255年）は、中国後漢末期から三国時代の呉にかけての武将。字は正明。揚州会稽郡長山県の人。子は留略・留平。『三国志』呉書孫峻伝に付伝されている。"
"盧植"	"盧 植（ろ しょく、? - 192年）は、中国後漢末期の政治家・将軍・学者。字は子幹。子は盧毓他少なくとも3人。本籍は幽州涿（たく）郡涿県（現在の河北省保定市涿州）。『後漢書』に伝がある。また、『三国志』魏志「盧毓伝」が引く『続漢書』にも記録がある。後漢の末期に文武の才能を見込まれ立身した。黄巾の乱の追討に功績を挙げた将軍の1人として知られる。儒学者としては『礼記』の注釈者としても知られる。三国時代の蜀漢を興した劉備の師でもある。"
"石苞"	"石 苞（せき ほう、?－272年）は、中国三国時代から晋の軍人。魏・西晋に仕えた。字は仲容。 冀州勃海郡南皮県の人。子は石越・石喬・石統・石浚・石儁・石崇。孫は石超・石熙・石順。"
"祖茂"	"祖 茂（そ も／そ ぼう、生没年不詳）は、中国後漢時代末期の武将。董卓討伐戦に孫堅が参加したとき、これに従軍した。孫堅が董卓軍に大敗して逃走した際、彼の赤い頭巾を被って囮となった。董卓軍の騎兵が祖茂を追いかけたので、孫堅は助かったという。祖茂は逃げ場を失うと馬から飛びおり、頭巾を焼けぼっくいに被せて草むらに身を伏せた。董卓の騎兵は遠巻きに取り囲んだが、近付いて初めて焼けぼっくいであると知り立ち去った（『三国志』孫堅伝）。小説『三国志演義』では、呉郡富春県の人で字は大栄とされ、二刀流の使い手という設定である。孫堅を追撃したのは董卓軍の華雄と設定されており、華雄が焼けぼっくいから頭巾を取り上げたとき、祖茂は木陰から飛びだして華雄に襲いかかったが、返り討ちにあって一太刀で殺されてしまっている。"
"禰衡"	"禰 衡（でい こう、あるいは「ねい こう」とも、173年－199年）は、中国後漢末期の人。字は正平。青州平原郡般県（山東省楽陵市）の人。"
"秦フク"	"秦 宓（しん ふく、またはしん みつ、? - 226年）は、後漢末期から三国時代の蜀漢の学者。字は子勅。益州広漢郡綿竹の人。文学や弁論に優れた学者でもあり、名声は高かった。劉焉の招聘を受けた際にはこれを辞退したものの、同郷の学者で名声が高かった任安を推薦している。劉焉の子である劉璋の部下の広漢太守の夏侯簒や治中従事の王商らから出仕の誘いも断っている。同時に同郷の彭羕を蜀郡太守許靖に推薦して、書佐に任命させている。その後は劉備に仕え、劉備が関羽の敵討ちをしようとしたときは、それを懸命に諌め、一時投獄されている。諸葛亮にもその才能を認められ、別駕、長水校尉に任じられた。また、呉の使者として張温がやって来たとき、彼と弁論したが、そのときに張温は秦宓の博識を賞賛している。大司農まで上ったが、226年に死去。小説『三国志演義』では、最初は劉璋の配下として登場し、劉備を蜀に迎えようとしたときはこれに反対し、劉備の家臣・簡雍が降伏勧告に来たときに取った傲慢な態度に対して一喝している。"
"程武"	"程 武（てい ぶ、生没年不詳）は、中国三国時代の魏の武将。兗州東郡東阿県の人。父は程昱。弟は程延。子は程克。"
"管寧"	"管 寧（かん ねい、158年 - 241年）は、中国後漢末期から三国時代の学者。字は幼安。青州北海郡朱虚県の人。子は管邈。『三国志』魏志に伝がある。"
"管輅"	"管 輅（かん ろ、209年 - 256年）は、中国三国時代の占師。字は公明。冀州平原郡の人。弟は管辰・他一名。"
"簡雍"	"簡 雍（かん よう、生没年不詳）は、中国後漢末期の政治家。字は憲和。幽州涿郡（河北省張家口市）の人。劉備に仕えた。"
"糜竺"	"糜 竺（び じく、? - 221年）は、中国後漢末期から三国時代の政治家。字は子仲。徐州東海郡朐県（江蘇省連雲港市）の人。妹は劉備の夫人（糜夫人）。弟は糜芳。子は糜威。孫は糜照。本来は縻（または靡とも）と読まれるという。"
"糜芳"	"糜 芳（び ほう、生没年不詳）は、中国後漢末期から三国時代の将軍、政治家。字は子方。本来の姓は縻（靡）と読まれるという。徐州東海郡朐県（江蘇省連雲港市）の人。兄は糜竺。妹は糜夫人（劉備夫人）。劉備に仕えた後、呉に仕えた。"
"紀霊"	"紀 霊（き れい、生没年不詳）は、中国後漢時代末期の武将。"
"羅憲"	"羅 憲（ら けん、? - 270年）は、中国三国時代から西晋にかけての軍人。蜀漢・晋に仕えた。字は令則。 荊州襄陽郡の人。父は羅蒙。兄は羅式。子は羅襲。甥は羅尚（羅式の子）。"
"羊コ"	"羊 祜（よう こ、221年 - 278年）は、中国三国時代から晋にかけての武将。字は叔子。曾祖父は羊儒。祖父は羊続。父は羊衜（上党太守）。母は蔡邕の娘。伯父は羊秘（京兆太守。妻は蔡氏）。叔父は羊耽（泰山太守。妻は辛憲英）。異母兄は羊発（母は孔融の娘）。同母兄姉は羊承・羊徽瑜。妻は夏侯覇の娘・劉氏。伯母（一説には母）は蔡琰。"
"胡質"	"胡 質（こ しつ、? - 250年）は、中国三国時代の武将、政治家。魏に仕えた。字は文徳。父は胡敏（胡通達）。子は胡威・胡羆。孫は胡奕。『三国志』魏志に伝がある。揚州の名士として蒋済・朱績（呉の朱績とは別人の可能性もある）と並んで名を馳せていた。父は徳の高い人物として知られていたという。蒋済が曹操に仕え揚州の別駕に任命されたとき、曹操は父胡敏の子孫について蒋済に尋ねて胡質のことを知り、即座に頓丘県令に登用した。そのときに蒋済から「父に品行と智謀の面では及ばないが、事務処理の精密さの面においては長けている」と評価された。県で発生した殺人事件について、偽りの自白をした者がいたが、胡質は嘘を見抜いて厳しく吟味し、事実を明らかにして刑に服させた。その後、丞相東曹議令史となり中央に呼ばれたが、州の要請により治中として留まった。当時の刺史は温恢であった。また近隣に張遼が駐屯していたが、張遼は武周と仲違いを起こしていた。あるとき張遼は胡質の評判を聞き、部下にしたいと温恢に申し出たことがあった。しかし胡質が病気を理由にそれを断ると、張遼はわざわざその理由を尋ねるために胡質の元へやって来た。このため胡質は張遼に「武伯南（武周）は正しい人物です。張遼殿は昔、武周を尊敬しておられましたが、今は仲違いされております。ましてや私のような拙い者では、張遼殿とうまく付き合えないと思うのです。」と答えた。これを聞いた張遼は感心し、武周との仲違いを解消したといわれる。再び曹操に召され、丞相属となった。黄初年間には吏部郎となり、地方に出て常山太守・東莞太守となった。再び殺人事件を解決する一方で軍功も積んだが、褒美は人々に分け与えたため家に余財が残らなかった。郡での務めは九年間に及んだ。228年、呉侵攻では賈逵に従い満寵と共に監軍として参加したが、揚州方面から侵攻した曹休が呉領深く侵攻し大敗したため、失敗した（魏志「賈逵伝」）（石亭の戦い）。その後、荊州刺史になり、振威将軍・関内侯となった。237年、柤中に侵攻した呉の朱然を蒲忠と共に迎撃したが、朱然の果敢な戦略や奮闘で前方の蒲忠が退却してしまったため、後方にいた胡質も退却した（魏志「明帝紀」・呉志「朱然伝」）。241年、朱然が2万の兵を率いて樊城に侵攻して来たが、周囲の反対を押し切り軽装の軍を率いて救援し、城内を安んじると共に朱然を退却させた（芍陂の役）（魏志「明帝紀）。のちに征東将軍・仮節都督青徐諸軍事となり、農業と防備の充実に力を注いだ。250年に死去。家には余財が残らなかったため、楊陵亭侯に昇進させられた上で領地を百戸与えられた。貞侯と諡され、子が跡を継いだ。254年、同じく故人となっていた徐邈・田豫らと共に清廉さを顕彰され、家に銭と穀物が与えられている。小説『三国志演義』では、石亭の戦いで曹休を援護するときの出陣場面のみが描かれている。"
"胡車児"	"胡 車児（こ しゃじ、生没年不詳）は、中国後漢時代末期の武将。"
"胡軫"	"胡 軫（こ しん、生没年不詳）は、中国後漢時代末期の武将。字は文才。涼州の人。"
"臧覇"	"臧 覇（ぞう は、生没年不詳）は、中国後漢時代末期から三国時代にかけての武将・政治家。字は宣高。兗州泰山郡華県の人。父は臧戒。子は臧艾・臧舜・他2名。『三国志』魏志に伝がある。別名は「奴寇」（『魏略』）"
"荀ギ"	"荀 顗（じゅん ぎ、? - 274年）は、中国三国時代の魏、晋の政治家。字は景倩。豫州潁川郡潁陰県（現・河南省許昌市）の人。荀彧の第6子で、荀惲の弟、荀粲の兄に当たる。"
"荀シン"	"荀 諶（じゅん しん、生没年不詳）は、中国の後漢時代末期の政治家。豫州潁川郡潁陰県（河南省許昌市）の人。字は友若。曹操に軍師として仕えた荀彧の兄弟（『三国志』魏書荀彧伝本文では弟、同伝注に引く『荀氏家伝』では4番目の兄とされている）、荀衍の弟。荀緄の子、荀閎（ジュンコウ、長男）の父。荀輝（ジュンキ、荀閎の従孫（＝兄弟の孫））の曽祖父"
"荀勗"	"荀 勗（じゅん きょく、? - 289年）は、中国三国時代の魏から西晋にかけての政治家。字は公曾。曹操に仕えた荀攸・荀彧とは同族で、荀勗は荀爽の曾孫に当たる。 荀棐の孫、荀肸の子、 荀連・荀輯・荀藩・荀組の父（他六子）。母は鍾繇の娘（鍾会の姉）。"
"荀攸"	"荀 攸（じゅん ゆう / じゅん しゅう、永寿3年（157年） - 建安19年（214年））は、中国後漢末期の政治家。曹操に仕えた軍師の1人。潁川郡潁陰県（現・河南省許昌市）の人、字は公達。荀彧の族子（おい）であるが荀彧よりも年長である。『三国志』魏志に伝がある。"
"華キン"	"華 歆（か きん、永寿3年（157年） - 太和5年（231年））は、中国後漢末期から三国時代の魏にかけての政治家。字は子魚。青州平原郡高唐県（山東省禹城市）の人。当初孫策・孫権に仕え、後に魏の重臣となった。子は華表・華博・華周。弟は華緝。孫は華澹・華嶠。曾孫は華軼。また、駱統の生母を妾とした。『三国志』魏書に伝がある。"
"華佗"	"華 佗（か だ、? - 建安13年（208年））は、中国後漢末期の薬学・鍼灸に非凡な才能を持つ伝説的な医師。本籍は沛国譙県（現在の安徽省亳州市。また河南省永城市という説もある） 。「華陀」とも書く。なお、「華佗」とは「先生」を意味する尊称が人名として用いられたもの。字は元化。諱は不明。高き医徳を積みつつも権力に屈する事を拒んだ事から非業の死を遂げたとされる。"
